municipio;codEstacao;uf;nomeEstacao;latitude;longitude;offset;datahora;sensor;valorMedida
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-19 23:20:00.0;chuva;0.20;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-19 23:30:00.0;chuva;0.20;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-19 23:40:00.0;chuva;0.20;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-20 00:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-20 00:20:00.0;chuva;0.20;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-20 01:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-20 01:50:00.0;chuva;0.40;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-20 02:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-20 03:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-20 04:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-20 05:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-20 05:50:00.0;chuva;0.20;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-20 06:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-20 07:00:00.0;chuva;0.20;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-20 08:10:00.0;chuva;0.20;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-20 09:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-20 10:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-20 11:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-20 12:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-20 13:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-20 14:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-20 15:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-20 16:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-20 17:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-20 18:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-20 18:50:00.0;chuva;0.20;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-20 19:00:00.0;chuva;0.40;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-20 19:20:00.0;chuva;0.40;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-20 19:30:00.0;chuva;0.40;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-20 19:40:00.0;chuva;0.20;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-20 19:50:00.0;chuva;0.20;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-20 20:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-20 21:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-20 22:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-20 22:20:00.0;chuva;1.40;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-20 22:30:00.0;chuva;1.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-20 22:40:00.0;chuva;2.40;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-20 22:50:00.0;chuva;0.60;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-20 23:00:00.0;chuva;2.20;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-20 23:10:00.0;chuva;1.40;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-20 23:20:00.0;chuva;0.20;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-20 23:30:00.0;chuva;0.20;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-20 23:40:00.0;chuva;0.20;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-20 23:50:00.0;chuva;0.40;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-21 00:00:00.0;chuva;0.20;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-21 00:20:00.0;chuva;0.20;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-21 01:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-21 02:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-21 03:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-21 04:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-21 05:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-21 06:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-21 07:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-21 08:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-21 08:50:00.0;chuva;0.20;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-21 09:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-21 10:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-21 11:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-21 12:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-21 13:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-21 14:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-21 15:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-21 16:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-21 17:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-21 18:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-21 19:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-21 20:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-21 21:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-21 22:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-21 23:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-22 00:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-22 01:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-22 02:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-22 03:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-22 04:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-22 05:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-22 06:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-22 07:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-22 08:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-22 09:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-22 10:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-22 11:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-22 12:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-22 13:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-22 14:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-22 15:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-22 16:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-22 17:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-22 18:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-22 19:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-22 20:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-22 21:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-22 22:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-22 23:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-23 00:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-23 01:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-23 02:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-23 03:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-23 04:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-23 05:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-23 06:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-23 07:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-23 08:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-23 09:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-23 10:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-23 11:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-23 12:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-23 13:00:00.0;chuva;0.20;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-23 14:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-23 15:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-23 16:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-23 17:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-23 18:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-23 19:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-23 20:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-23 21:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-23 22:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-23 23:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-24 00:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-24 01:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-24 02:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-24 03:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-24 04:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-24 05:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-24 06:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-24 07:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-24 08:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-24 09:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-24 10:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-24 11:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-24 12:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-24 13:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-24 14:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-24 15:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-24 15:20:00.0;chuva;1.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-24 15:50:00.0;chuva;0.20;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-24 16:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-24 17:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-24 18:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-24 19:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-24 20:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-24 21:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-24 22:10:00.0;chuva;0.00;
PEDRAS GRANDES;421240312H;SC;Rio Tubarao;-49.2096;-28.4326;14.78;2019-01-24 23:10:00.0;chuva;0.00;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-01 00:00:00.0;nível;10.51;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-01 00:10:00.0;chuva;0.00;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-01 01:00:00.0;nível;10.51;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-01 01:10:00.0;chuva;0.00;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-01 02:00:00.0;nível;10.52;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-01 02:10:00.0;chuva;0.00;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-01 03:00:00.0;nível;10.52;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-01 03:10:00.0;chuva;0.00;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-01 04:00:00.0;nível;10.52;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-01 04:10:00.0;chuva;0.00;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-01 05:00:00.0;nível;10.53;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-01 05:10:00.0;chuva;0.00;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-01 06:00:00.0;nível;10.52;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-01 06:10:00.0;chuva;0.00;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-01 07:00:00.0;nível;10.52;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-01 07:10:00.0;chuva;0.00;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-01 08:00:00.0;nível;10.52;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-01 08:10:00.0;chuva;0.00;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-01 09:00:00.0;nível;10.51;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-01 09:10:00.0;chuva;0.00;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-01 10:00:00.0;nível;10.51;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-01 10:10:00.0;chuva;0.00;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-01 11:00:00.0;nível;10.52;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-01 11:10:00.0;chuva;0.00;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-01 12:00:00.0;nível;10.51;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-01 12:10:00.0;chuva;0.00;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-01 13:00:00.0;nível;10.51;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-01 13:10:00.0;chuva;0.00;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-01 14:00:00.0;nível;10.51;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-01 14:10:00.0;chuva;0.00;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-01 15:00:00.0;nível;10.51;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-01 15:10:00.0;chuva;0.00;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-01 16:00:00.0;nível;10.50;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-01 16:10:00.0;chuva;0.00;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-01 17:00:00.0;nível;10.50;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-01 17:10:00.0;chuva;0.00;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-01 18:00:00.0;nível;10.51;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-01 18:10:00.0;chuva;0.00;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-01 19:00:00.0;nível;10.51;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-01 19:10:00.0;chuva;0.00;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-01 20:00:00.0;nível;10.51;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-01 20:10:00.0;chuva;0.00;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-01 21:00:00.0;nível;10.52;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-01 21:10:00.0;chuva;0.00;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-01 22:00:00.0;nível;10.52;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-01 22:10:00.0;chuva;0.00;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-01 23:00:00.0;nível;10.53;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-01 23:10:00.0;chuva;0.00;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-02 00:00:00.0;nível;10.52;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-02 00:10:00.0;chuva;0.00;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-02 01:00:00.0;nível;10.52;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-02 01:10:00.0;chuva;0.00;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-02 02:00:00.0;nível;10.53;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-02 02:10:00.0;chuva;0.00;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-02 03:00:00.0;nível;10.52;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-02 03:10:00.0;chuva;0.00;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-02 04:00:00.0;nível;10.53;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-02 04:10:00.0;chuva;0.00;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-02 05:00:00.0;nível;10.54;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-02 05:10:00.0;chuva;0.00;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-02 06:00:00.0;nível;10.54;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-02 06:10:00.0;chuva;0.00;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-02 07:00:00.0;nível;10.54;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-02 07:10:00.0;chuva;0.00;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-02 08:00:00.0;nível;10.53;
POMERODE;421320321H;SC;Rio do Testo;-49.172;-26.7259;10.59;2019-01-02 08:10:00.0;chuva;0.00;
